department;region;education;gender;recruitment_channel;no_of_trainings;age;previous_year_rating;length_of_service;KPIs_met_gt_80;awards_won?;avg_training_score;previous_year_rating_norm;performance_gap;high_training_need;segment;segment_name
Sales & Marketing;region_2;Master's & above;f;other;1;36;3.0;8;0;0;49;60.0;-11.0;1;1;Performants moyens
HR;region_2;Bachelor's;m;sourcing;1;33;3.0;5;0;0;45;60.0;-15.0;1;3;Top talents
Sales & Marketing;region_11;Bachelor's;m;other;1;31;5.0;4;0;0;44;100.0;-56.0;1;0;Besoin élevé en formation
Operations;region_22;Bachelor's;m;sourcing;1;41;5.0;9;1;0;58;100.0;-42.0;0;0;Besoin élevé en formation
Procurement;region_27;Bachelor's;f;sourcing;1;32;3.0;3;0;0;66;60.0;6.0;1;3;Top talents
Procurement;region_2;Below Secondary;m;other;1;21;3.0;2;0;0;69;60.0;9.0;1;3;Top talents
HR;region_28;Bachelor's;f;other;1;27;5.0;2;1;0;48;100.0;-52.0;0;0;Besoin élevé en formation
Sales & Marketing;region_13;Bachelor's;f;other;1;36;5.0;3;0;0;48;100.0;-52.0;1;0;Besoin élevé en formation
Technology;region_7;Bachelor's;m;sourcing;1;46;3.0;7;0;0;80;60.0;20.0;1;1;Performants moyens
Technology;region_23;Bachelor's;f;other;1;25;3.0;3;0;0;78;60.0;18.0;1;3;Top talents
Operations;region_7;Below Secondary;m;sourcing;1;25;3.0;3;0;0;59;60.0;-1.0;1;3;Top talents
Operations;region_28;Bachelor's;m;other;1;28;;1;0;0;60;60.0;0.0;1;3;Top talents
Sales & Marketing;region_22;Bachelor's;m;sourcing;1;30;4.0;3;1;0;46;80.0;-34.0;0;0;Besoin élevé en formation
Operations;other_region;Bachelor's;m;sourcing;1;28;3.0;4;0;0;57;60.0;-3.0;1;3;Top talents
Sales & Marketing;region_16;Unknown;m;other;1;26;3.0;5;0;0;50;60.0;-10.0;1;3;Top talents
HR;region_2;Master's & above;m;sourcing;1;50;5.0;7;1;0;52;100.0;-48.0;0;0;Besoin élevé en formation
Legal;region_22;Bachelor's;m;sourcing;1;28;5.0;4;0;0;58;100.0;-42.0;1;0;Besoin élevé en formation
Legal;region_2;Bachelor's;m;other;1;40;3.0;7;1;0;62;60.0;2.0;0;1;Performants moyens
Operations;region_15;Bachelor's;f;sourcing;1;47;3.0;14;0;0;59;60.0;-1.0;1;1;Performants moyens
Analytics;region_2;Bachelor's;m;other;1;34;3.0;8;0;0;84;60.0;24.0;1;3;Top talents
Sales & Marketing;region_8;Master's & above;m;sourcing;1;34;5.0;7;0;1;48;100.0;-52.0;0;2;À développer
Sales & Marketing;region_28;Bachelor's;m;sourcing;1;28;1.0;2;0;0;48;20.0;28.0;1;3;Top talents
Finance;region_31;Bachelor's;m;other;1;31;3.0;3;1;0;61;60.0;1.0;0;0;Besoin élevé en formation
Sales & Marketing;region_17;Bachelor's;m;sourcing;1;29;1.0;5;0;0;48;20.0;28.0;1;3;Top talents
Procurement;region_4;Master's & above;f;sourcing;1;35;3.0;5;0;0;64;60.0;4.0;1;3;Top talents
HR;region_27;Bachelor's;f;sourcing;1;30;3.0;5;0;0;52;60.0;-8.0;1;3;Top talents
Sales & Marketing;region_4;Bachelor's;m;other;1;28;1.0;2;0;0;50;20.0;30.0;1;3;Top talents
Operations;region_26;Bachelor's;f;sourcing;1;29;4.0;5;1;0;57;80.0;-23.0;0;0;Besoin élevé en formation
Technology;other_region;Bachelor's;f;sourcing;1;27;2.0;2;0;0;83;40.0;43.0;1;3;Top talents
Technology;region_2;Bachelor's;f;sourcing;1;40;2.0;5;0;0;80;40.0;40.0;1;3;Top talents
HR;region_13;Bachelor's;m;other;1;41;3.0;10;1;0;50;60.0;-10.0;0;1;Performants moyens
Operations;region_2;Bachelor's;f;sourcing;1;43;4.0;3;1;0;61;80.0;-19.0;0;0;Besoin élevé en formation
Technology;region_13;Bachelor's;m;sourcing;1;26;3.0;2;0;0;78;60.0;18.0;1;3;Top talents
Sales & Marketing;region_16;Bachelor's;m;other;1;44;3.0;11;0;0;50;60.0;-10.0;1;1;Performants moyens
Sales & Marketing;other_region;Bachelor's;f;sourcing;1;27;4.0;5;1;0;48;80.0;-32.0;0;0;Besoin élevé en formation
Technology;region_28;Bachelor's;m;sourcing;1;30;5.0;7;1;0;83;100.0;-17.0;0;0;Besoin élevé en formation
Operations;region_29;Bachelor's;m;other;1;31;4.0;5;0;0;59;80.0;-21.0;1;0;Besoin élevé en formation
Sales & Marketing;region_31;Bachelor's;m;other;1;32;3.0;7;1;0;47;60.0;-13.0;0;0;Besoin élevé en formation
Sales & Marketing;region_25;Bachelor's;f;sourcing;1;30;3.0;4;0;0;52;60.0;-8.0;1;3;Top talents
Analytics;region_22;Bachelor's;f;other;1;29;3.0;4;1;0;87;60.0;27.0;0;3;Top talents
Analytics;region_2;Bachelor's;m;other;1;40;3.0;3;0;0;79;60.0;19.0;1;3;Top talents
Sales & Marketing;region_2;Bachelor's;f;sourcing;1;26;2.0;2;0;0;41;40.0;1.0;1;3;Top talents
Sales & Marketing;region_2;Bachelor's;m;sourcing;1;33;5.0;7;0;0;51;100.0;-49.0;1;0;Besoin élevé en formation
Sales & Marketing;other_region;Bachelor's;f;sourcing;1;27;;1;1;0;48;60.0;-12.0;0;0;Besoin élevé en formation
Finance;region_2;Bachelor's;m;other;1;26;;1;1;0;57;60.0;-3.0;0;0;Besoin élevé en formation
Operations;region_2;Bachelor's;m;other;1;38;1.0;10;0;0;59;20.0;39.0;1;1;Performants moyens
Sales & Marketing;region_4;Bachelor's;m;other;1;29;5.0;6;1;0;45;100.0;-55.0;0;0;Besoin élevé en formation
Sales & Marketing;other_region;Bachelor's;m;sourcing;1;44;1.0;4;1;0;53;20.0;33.0;0;3;Top talents
Sales & Marketing;region_22;Bachelor's;m;other;1;43;1.0;15;0;0;54;20.0;34.0;1;1;Performants moyens
Technology;region_22;Master's & above;f;other;1;36;4.0;7;0;0;74;80.0;-6.0;1;1;Performants moyens
R&D;region_26;Bachelor's;f;sourcing;1;26;;1;1;0;85;60.0;25.0;0;3;Top talents
Operations;region_2;Master's & above;m;sourcing;1;41;2.0;10;0;0;57;40.0;17.0;1;1;Performants moyens
Operations;region_22;Bachelor's;m;other;1;36;3.0;12;1;0;64;60.0;4.0;0;1;Performants moyens
Analytics;region_26;Bachelor's;m;other;1;34;4.0;6;0;0;80;80.0;0.0;1;3;Top talents
Procurement;region_7;Master's & above;f;sourcing;1;37;1.0;8;0;0;72;20.0;52.0;1;3;Top talents
Operations;region_30;Master's & above;f;sourcing;1;34;3.0;4;1;0;56;60.0;-4.0;0;0;Besoin élevé en formation
Technology;region_13;Bachelor's;m;other;1;29;4.0;5;1;0;79;80.0;-1.0;0;0;Besoin élevé en formation
Sales & Marketing;region_2;Bachelor's;f;sourcing;1;27;;1;0;0;54;60.0;-6.0;1;3;Top talents
Analytics;other_region;Bachelor's;m;other;1;28;3.0;2;0;0;87;60.0;27.0;1;3;Top talents
Sales & Marketing;region_26;Bachelor's;m;other;1;31;5.0;5;1;0;48;100.0;-52.0;0;0;Besoin élevé en formation
Sales & Marketing;region_2;Master's & above;f;other;1;42;5.0;6;1;0;53;100.0;-47.0;0;0;Besoin élevé en formation
HR;region_7;Bachelor's;m;sourcing;1;32;5.0;2;1;0;43;100.0;-57.0;0;0;Besoin élevé en formation
Sales & Marketing;region_2;Master's & above;m;other;1;37;2.0;4;1;0;51;40.0;11.0;0;3;Top talents
Technology;region_13;Bachelor's;m;sourcing;1;29;5.0;2;1;0;78;100.0;-22.0;0;0;Besoin élevé en formation
Procurement;region_2;Below Secondary;f;sourcing;1;23;3.0;2;0;0;71;60.0;11.0;1;3;Top talents
Analytics;region_22;Bachelor's;m;sourcing;1;38;3.0;13;0;0;87;60.0;27.0;1;1;Performants moyens
Technology;region_27;Bachelor's;f;other;1;37;1.0;10;0;0;84;20.0;64.0;1;3;Top talents
R&D;region_25;Master's & above;m;sourcing;1;32;5.0;3;1;0;78;100.0;-22.0;0;0;Besoin élevé en formation
Sales & Marketing;region_2;Master's & above;m;sourcing;1;30;3.0;4;0;0;53;60.0;-7.0;1;3;Top talents
Sales & Marketing;region_16;Master's & above;m;other;1;39;1.0;12;0;0;51;20.0;31.0;1;1;Performants moyens
Sales & Marketing;region_20;Master's & above;m;other;1;38;5.0;2;0;0;56;100.0;-44.0;1;0;Besoin élevé en formation
Procurement;region_19;Master's & above;m;sourcing;1;38;5.0;10;1;0;69;100.0;-31.0;0;0;Besoin élevé en formation
Technology;region_27;Bachelor's;m;sourcing;1;32;4.0;8;1;0;81;80.0;1.0;0;0;Besoin élevé en formation
Analytics;region_22;Bachelor's;m;referred;1;26;4.0;2;0;1;81;80.0;1.0;0;2;À développer
Sales & Marketing;region_26;Bachelor's;m;sourcing;1;43;5.0;10;0;0;51;100.0;-49.0;1;1;Performants moyens
Sales & Marketing;region_6;Bachelor's;f;other;1;28;3.0;2;0;0;50;60.0;-10.0;1;3;Top talents
Operations;region_11;Bachelor's;m;other;1;32;1.0;4;0;0;64;20.0;44.0;1;3;Top talents
Sales & Marketing;region_20;Bachelor's;m;other;1;35;4.0;6;0;0;49;80.0;-31.0;1;0;Besoin élevé en formation
Finance;region_2;Bachelor's;m;sourcing;1;26;;1;0;0;70;60.0;10.0;1;3;Top talents
Sales & Marketing;region_13;Bachelor's;m;sourcing;1;31;1.0;7;0;0;49;20.0;29.0;1;3;Top talents
Sales & Marketing;region_22;Bachelor's;m;other;1;28;5.0;3;1;0;50;100.0;-50.0;0;0;Besoin élevé en formation
Sales & Marketing;region_22;Master's & above;f;other;1;30;1.0;3;0;0;51;20.0;31.0;1;3;Top talents
Analytics;region_2;Bachelor's;m;other;1;30;3.0;3;0;0;81;60.0;21.0;1;3;Top talents
Sales & Marketing;region_2;Bachelor's;m;other;1;40;1.0;15;0;0;53;20.0;33.0;1;1;Performants moyens
Sales & Marketing;region_19;Bachelor's;m;sourcing;1;32;3.0;5;0;0;51;60.0;-9.0;1;3;Top talents
Analytics;region_27;Bachelor's;m;other;1;26;1.0;3;0;0;88;20.0;68.0;1;3;Top talents
Sales & Marketing;region_15;Master's & above;m;sourcing;1;34;1.0;5;0;0;52;20.0;32.0;1;3;Top talents
Sales & Marketing;region_2;Master's & above;m;other;1;43;1.0;11;0;0;51;20.0;31.0;1;1;Performants moyens
Technology;region_7;Bachelor's;m;sourcing;1;24;3.0;3;0;0;74;60.0;14.0;1;3;Top talents
Sales & Marketing;region_11;Bachelor's;m;other;1;34;3.0;4;1;0;55;60.0;-5.0;0;0;Besoin élevé en formation
R&D;region_15;Bachelor's;m;sourcing;1;30;3.0;3;1;0;87;60.0;27.0;0;3;Top talents
Sales & Marketing;other_region;Bachelor's;m;sourcing;1;45;4.0;5;1;0;52;80.0;-28.0;0;0;Besoin élevé en formation
Analytics;region_31;Bachelor's;m;sourcing;1;35;1.0;6;0;0;81;20.0;61.0;1;3;Top talents
Sales & Marketing;other_region;Bachelor's;m;other;1;28;2.0;4;0;0;53;40.0;13.0;1;3;Top talents
Finance;region_15;Bachelor's;m;other;1;27;4.0;4;1;0;62;80.0;-18.0;0;0;Besoin élevé en formation
Analytics;region_28;Master's & above;m;other;1;33;3.0;8;0;0;83;60.0;23.0;1;3;Top talents
Sales & Marketing;region_2;Bachelor's;m;other;1;26;4.0;4;1;0;45;80.0;-35.0;0;0;Besoin élevé en formation
Sales & Marketing;region_11;Bachelor's;f;other;1;34;5.0;9;0;0;49;100.0;-51.0;1;0;Besoin élevé en formation
Operations;region_15;Bachelor's;f;other;1;33;5.0;7;1;0;60;100.0;-40.0;0;0;Besoin élevé en formation
Operations;region_16;Bachelor's;m;other;1;26;3.0;2;0;0;59;60.0;-1.0;1;3;Top talents
Procurement;region_31;Bachelor's;f;other;1;36;4.0;3;1;0;63;80.0;-17.0;0;0;Besoin élevé en formation
Operations;region_4;Bachelor's;m;other;1;44;3.0;15;1;0;60;60.0;0.0;0;1;Performants moyens
Technology;region_22;Bachelor's;m;referred;1;25;3.0;2;0;0;78;60.0;18.0;1;3;Top talents
Operations;region_2;Master's & above;f;other;1;38;3.0;5;1;0;63;60.0;3.0;0;0;Besoin élevé en formation
Sales & Marketing;region_28;Master's & above;m;sourcing;1;33;1.0;5;0;0;48;20.0;28.0;1;3;Top talents
Operations;region_13;Master's & above;m;sourcing;1;32;4.0;6;0;0;59;80.0;-21.0;1;0;Besoin élevé en formation
Operations;region_13;Bachelor's;m;sourcing;1;31;3.0;4;0;0;60;60.0;0.0;1;3;Top talents
Procurement;region_17;Master's & above;f;other;1;36;2.0;3;1;0;70;40.0;30.0;0;3;Top talents
Procurement;region_7;Bachelor's;f;other;1;29;5.0;3;1;0;74;100.0;-26.0;0;0;Besoin élevé en formation
Sales & Marketing;region_22;Bachelor's;m;sourcing;1;32;2.0;4;1;0;98;40.0;58.0;0;3;Top talents
Analytics;region_2;Bachelor's;m;other;1;35;2.0;7;0;0;85;40.0;45.0;1;3;Top talents
Operations;other_region;Bachelor's;m;sourcing;1;29;1.0;3;1;1;58;20.0;38.0;0;2;À développer
Technology;region_7;Bachelor's;m;sourcing;1;26;5.0;4;0;0;80;100.0;-20.0;1;0;Besoin élevé en formation
Sales & Marketing;other_region;Bachelor's;f;sourcing;1;31;3.0;8;0;0;47;60.0;-13.0;1;1;Performants moyens
Sales & Marketing;region_2;Bachelor's;m;sourcing;1;47;1.0;6;0;0;48;20.0;28.0;1;1;Performants moyens
Procurement;region_22;Bachelor's;m;other;1;27;5.0;2;1;0;69;100.0;-31.0;0;0;Besoin élevé en formation
Technology;region_32;Bachelor's;f;other;1;28;4.0;4;0;0;78;80.0;-2.0;1;3;Top talents
Procurement;region_2;Bachelor's;m;sourcing;1;35;4.0;2;0;0;70;80.0;-10.0;1;3;Top talents
HR;region_27;Bachelor's;m;other;1;29;5.0;2;1;1;46;100.0;-54.0;0;2;À développer
Sales & Marketing;region_2;Bachelor's;m;sourcing;1;29;4.0;6;0;0;51;80.0;-29.0;1;0;Besoin élevé en formation
Operations;region_15;Master's & above;f;other;1;37;4.0;8;1;0;67;80.0;-13.0;0;0;Besoin élevé en formation
Technology;region_4;Bachelor's;m;sourcing;1;30;5.0;5;1;0;80;100.0;-20.0;0;0;Besoin élevé en formation
Operations;region_7;Master's & above;m;sourcing;1;41;4.0;13;1;0;63;80.0;-17.0;0;1;Performants moyens
Procurement;region_14;Bachelor's;m;other;1;27;3.0;3;0;0;69;60.0;9.0;1;3;Top talents
Sales & Marketing;region_15;Bachelor's;f;other;1;32;4.0;9;1;0;48;80.0;-32.0;0;0;Besoin élevé en formation
Operations;region_27;Bachelor's;f;other;1;32;5.0;6;1;0;59;100.0;-41.0;0;0;Besoin élevé en formation
Sales & Marketing;region_15;Bachelor's;m;other;1;26;3.0;5;0;0;50;60.0;-10.0;1;3;Top talents
Procurement;region_22;Master's & above;m;sourcing;1;33;4.0;4;0;0;67;80.0;-13.0;1;0;Besoin élevé en formation
Finance;region_15;Master's & above;m;other;1;33;3.0;6;0;0;59;60.0;-1.0;1;3;Top talents
Analytics;region_2;Master's & above;m;other;1;56;4.0;7;0;0;84;80.0;4.0;1;1;Performants moyens
Technology;region_2;Master's & above;f;referred;1;33;3.0;4;0;0;78;60.0;18.0;1;3;Top talents
Sales & Marketing;region_28;Master's & above;f;other;1;32;5.0;7;1;0;49;100.0;-51.0;0;0;Besoin élevé en formation
Technology;region_26;Bachelor's;m;referred;1;26;;1;0;0;79;60.0;19.0;1;3;Top talents
Technology;region_2;Bachelor's;m;referred;1;38;4.0;11;0;0;78;80.0;-2.0;1;1;Performants moyens
Sales & Marketing;region_23;Master's & above;m;other;1;39;2.0;12;0;0;49;40.0;9.0;1;1;Performants moyens
Operations;region_32;Bachelor's;m;other;1;35;4.0;2;0;0;59;80.0;-21.0;1;0;Besoin élevé en formation
Technology;region_15;Bachelor's;m;other;1;27;3.0;4;0;0;77;60.0;17.0;1;3;Top talents
Operations;region_15;Bachelor's;m;other;1;36;3.0;8;0;0;60;60.0;0.0;1;1;Performants moyens
Analytics;region_22;Bachelor's;m;other;1;27;1.0;4;1;0;82;20.0;62.0;0;3;Top talents
Operations;region_11;Bachelor's;m;other;1;27;4.0;2;0;0;55;80.0;-25.0;1;0;Besoin élevé en formation
Procurement;region_27;Bachelor's;m;other;1;39;4.0;3;1;0;72;80.0;-8.0;0;0;Besoin élevé en formation
Finance;region_11;Bachelor's;m;sourcing;1;32;3.0;3;0;0;60;60.0;0.0;1;3;Top talents
Sales & Marketing;region_15;Bachelor's;m;sourcing;1;34;1.0;5;0;0;47;20.0;27.0;1;3;Top talents
Sales & Marketing;region_13;Master's & above;m;other;1;43;1.0;5;0;0;51;20.0;31.0;1;3;Top talents
Operations;region_16;Bachelor's;f;sourcing;1;28;5.0;4;1;0;59;100.0;-41.0;0;0;Besoin élevé en formation
Operations;region_4;Bachelor's;m;sourcing;1;43;4.0;5;1;0;60;80.0;-20.0;0;0;Besoin élevé en formation
Sales & Marketing;region_4;Bachelor's;f;other;1;32;;1;0;0;49;60.0;-11.0;1;3;Top talents
Sales & Marketing;region_2;Unknown;m;other;1;51;4.0;12;0;0;53;80.0;-27.0;1;1;Performants moyens
Procurement;region_4;Master's & above;m;other;1;42;3.0;10;1;0;69;60.0;9.0;0;1;Performants moyens
Operations;region_29;Bachelor's;m;other;1;38;4.0;2;1;0;59;80.0;-21.0;0;0;Besoin élevé en formation
Operations;region_16;Master's & above;m;other;1;42;4.0;15;1;0;59;80.0;-21.0;0;1;Performants moyens
Operations;region_4;Bachelor's;f;other;1;33;3.0;3;0;0;58;60.0;-2.0;1;3;Top talents
Technology;region_10;Bachelor's;m;sourcing;1;27;1.0;4;1;1;87;20.0;67.0;0;2;À développer
Procurement;region_15;Bachelor's;m;other;1;30;;1;0;0;66;60.0;6.0;1;3;Top talents
Finance;region_11;Bachelor's;f;other;1;30;3.0;8;0;0;59;60.0;-1.0;1;3;Top talents
HR;region_2;Master's & above;m;sourcing;1;60;3.0;14;0;0;54;60.0;-6.0;1;1;Performants moyens
Operations;region_27;Bachelor's;m;other;1;39;5.0;10;0;0;58;100.0;-42.0;1;1;Performants moyens
Sales & Marketing;other_region;Bachelor's;m;sourcing;1;36;3.0;5;0;0;50;60.0;-10.0;1;3;Top talents
Sales & Marketing;region_2;Unknown;m;sourcing;1;41;3.0;12;1;0;96;60.0;36.0;0;1;Performants moyens
Sales & Marketing;region_22;Master's & above;m;sourcing;1;36;2.0;10;0;0;55;40.0;15.0;1;1;Performants moyens
Sales & Marketing;region_5;Bachelor's;m;other;1;31;3.0;3;1;0;49;60.0;-11.0;0;0;Besoin élevé en formation
Legal;region_2;Bachelor's;m;other;1;34;3.0;8;0;0;59;60.0;-1.0;1;1;Performants moyens
Sales & Marketing;region_4;Unknown;m;other;1;38;4.0;6;0;0;51;80.0;-29.0;1;1;Performants moyens
HR;region_2;Bachelor's;m;sourcing;1;44;4.0;7;1;0;51;80.0;-29.0;0;0;Besoin élevé en formation
Operations;other_region;Bachelor's;f;sourcing;1;34;3.0;2;0;0;54;60.0;-6.0;1;3;Top talents
Analytics;region_31;Bachelor's;m;other;1;28;;1;0;0;84;60.0;24.0;1;3;Top talents
Sales & Marketing;region_7;Bachelor's;m;other;1;26;;1;0;0;45;60.0;-15.0;1;3;Top talents
Procurement;region_22;Bachelor's;m;other;1;34;4.0;7;1;0;73;80.0;-7.0;0;0;Besoin élevé en formation
Procurement;region_2;Bachelor's;f;sourcing;1;27;4.0;5;1;0;71;80.0;-9.0;0;0;Besoin élevé en formation
Sales & Marketing;region_4;Master's & above;m;sourcing;1;31;1.0;3;0;0;50;20.0;30.0;1;3;Top talents
Procurement;region_2;Master's & above;m;sourcing;1;52;4.0;15;1;0;69;80.0;-11.0;0;1;Performants moyens
Operations;region_20;Bachelor's;f;other;1;29;;1;0;0;60;60.0;0.0;1;3;Top talents
Analytics;region_22;Bachelor's;m;other;1;27;3.0;4;1;0;79;60.0;19.0;0;3;Top talents
Finance;region_2;Bachelor's;m;other;1;23;;1;0;0;56;60.0;-4.0;1;3;Top talents
Analytics;region_2;Master's & above;m;other;1;48;3.0;7;1;0;85;60.0;25.0;0;1;Performants moyens
Sales & Marketing;region_5;Bachelor's;m;sourcing;1;32;1.0;4;0;0;47;20.0;27.0;1;3;Top talents
Procurement;region_16;Bachelor's;m;sourcing;1;32;3.0;2;0;0;70;60.0;10.0;1;3;Top talents
Sales & Marketing;region_28;Bachelor's;m;other;1;36;3.0;8;0;0;52;60.0;-8.0;1;1;Performants moyens
Procurement;region_27;Bachelor's;f;other;1;44;2.0;7;1;0;72;40.0;32.0;0;1;Performants moyens
Sales & Marketing;region_4;Master's & above;m;sourcing;1;43;3.0;12;1;0;52;60.0;-8.0;0;1;Performants moyens
Sales & Marketing;region_13;Bachelor's;f;other;1;38;3.0;10;0;0;49;60.0;-11.0;1;1;Performants moyens
Operations;region_15;Bachelor's;f;referred;1;37;5.0;3;1;0;61;100.0;-39.0;0;0;Besoin élevé en formation
Sales & Marketing;region_5;Bachelor's;m;sourcing;1;47;3.0;6;0;0;50;60.0;-10.0;1;1;Performants moyens
Finance;region_2;Bachelor's;f;other;1;32;3.0;3;0;0;61;60.0;1.0;1;3;Top talents
Operations;region_28;Bachelor's;m;other;1;30;2.0;6;0;0;59;40.0;19.0;1;3;Top talents
Sales & Marketing;region_22;Bachelor's;m;sourcing;1;33;3.0;4;1;0;50;60.0;-10.0;0;0;Besoin élevé en formation
Sales & Marketing;region_13;Bachelor's;m;sourcing;1;30;2.0;8;0;0;48;40.0;8.0;1;3;Top talents
Legal;region_2;Bachelor's;m;sourcing;1;31;3.0;7;1;0;58;60.0;-2.0;0;0;Besoin élevé en formation
Analytics;region_22;Bachelor's;f;sourcing;1;29;1.0;4;1;0;86;20.0;66.0;0;3;Top talents
Sales & Marketing;other_region;Bachelor's;m;other;1;29;;1;0;0;50;60.0;-10.0;1;3;Top talents
Technology;region_2;Below Secondary;m;other;1;24;1.0;2;0;0;81;20.0;61.0;1;3;Top talents
Procurement;region_7;Master's & above;m;other;1;33;2.0;3;0;0;66;40.0;26.0;1;3;Top talents
Technology;region_5;Bachelor's;m;sourcing;1;23;4.0;2;1;0;73;80.0;-7.0;0;0;Besoin élevé en formation
Sales & Marketing;region_26;Bachelor's;m;other;1;34;3.0;3;1;0;50;60.0;-10.0;0;0;Besoin élevé en formation
Sales & Marketing;region_22;Master's & above;m;other;1;34;2.0;7;0;0;51;40.0;11.0;1;3;Top talents
Operations;region_28;Bachelor's;m;sourcing;1;30;4.0;4;1;0;62;80.0;-18.0;0;0;Besoin élevé en formation
Finance;region_7;Master's & above;f;other;1;41;5.0;5;1;0;60;100.0;-40.0;0;0;Besoin élevé en formation
Sales & Marketing;region_11;Bachelor's;m;sourcing;1;32;1.0;6;0;0;53;20.0;33.0;1;3;Top talents
Sales & Marketing;region_19;Bachelor's;m;other;1;43;4.0;12;0;0;49;80.0;-31.0;1;1;Performants moyens
Analytics;region_22;Master's & above;m;other;1;30;4.0;5;0;0;89;80.0;9.0;1;3;Top talents
Procurement;region_13;Master's & above;f;sourcing;1;32;3.0;5;1;0;67;60.0;7.0;0;0;Besoin élevé en formation
Finance;region_28;Bachelor's;f;sourcing;1;28;3.0;2;1;0;60;60.0;0.0;0;0;Besoin élevé en formation
Technology;region_19;Bachelor's;m;other;1;34;3.0;10;0;0;79;60.0;19.0;1;1;Performants moyens
Operations;region_20;Master's & above;m;other;1;36;5.0;3;1;0;64;100.0;-36.0;0;0;Besoin élevé en formation
Sales & Marketing;region_23;Master's & above;m;other;1;42;5.0;5;1;0;51;100.0;-49.0;0;0;Besoin élevé en formation
Sales & Marketing;region_7;Master's & above;m;other;1;35;5.0;10;1;0;49;100.0;-51.0;0;0;Besoin élevé en formation
Operations;region_17;Bachelor's;m;sourcing;1;40;3.0;12;0;0;62;60.0;2.0;1;1;Performants moyens
Operations;region_11;Master's & above;m;sourcing;1;30;3.0;7;1;1;59;60.0;-1.0;0;2;À développer
Operations;region_22;Master's & above;m;sourcing;1;34;2.0;9;0;0;60;40.0;20.0;1;3;Top talents
Technology;region_2;Bachelor's;m;sourcing;1;29;;1;1;0;80;60.0;20.0;0;3;Top talents
Operations;region_6;Bachelor's;f;sourcing;1;34;3.0;7;0;0;58;60.0;-2.0;1;3;Top talents
Operations;region_15;Unknown;m;sourcing;1;39;5.0;14;1;0;64;100.0;-36.0;0;1;Performants moyens
Sales & Marketing;region_22;Bachelor's;f;other;1;29;4.0;2;1;0;56;80.0;-24.0;0;0;Besoin élevé en formation
Sales & Marketing;region_25;Master's & above;f;other;1;36;1.0;5;0;0;52;20.0;32.0;1;3;Top talents
Procurement;other_region;Bachelor's;f;sourcing;1;25;;1;1;0;72;60.0;12.0;0;3;Top talents
Sales & Marketing;region_6;Bachelor's;m;other;1;33;3.0;8;0;0;47;60.0;-13.0;1;1;Performants moyens
Finance;region_31;Bachelor's;m;other;1;29;1.0;2;1;0;61;20.0;41.0;0;3;Top talents
Procurement;region_4;Master's & above;m;other;1;36;2.0;4;0;0;68;40.0;28.0;1;3;Top talents
Technology;region_5;Bachelor's;m;sourcing;1;24;;1;0;0;74;60.0;14.0;1;3;Top talents
Technology;region_31;Bachelor's;f;sourcing;1;29;;1;0;0;78;60.0;18.0;1;3;Top talents
Legal;region_2;Bachelor's;m;sourcing;1;29;;1;0;0;60;60.0;0.0;1;3;Top talents
Operations;region_32;Bachelor's;f;other;1;36;3.0;8;0;0;63;60.0;3.0;1;1;Performants moyens
Sales & Marketing;region_2;Unknown;m;other;1;31;1.0;4;0;0;50;20.0;30.0;1;3;Top talents
Procurement;region_22;Master's & above;m;other;1;33;1.0;8;0;0;73;20.0;53.0;1;3;Top talents
Operations;region_2;Below Secondary;f;other;1;21;1.0;2;0;0;58;20.0;38.0;1;3;Top talents
Technology;region_26;Bachelor's;m;sourcing;1;40;3.0;7;1;0;84;60.0;24.0;0;3;Top talents
Technology;region_25;Bachelor's;m;sourcing;1;32;3.0;6;1;0;76;60.0;16.0;0;3;Top talents
Sales & Marketing;region_32;Bachelor's;m;other;1;26;5.0;3;0;0;50;100.0;-50.0;1;0;Besoin élevé en formation
Procurement;region_13;Bachelor's;f;sourcing;1;28;5.0;5;1;0;70;100.0;-30.0;0;0;Besoin élevé en formation
